V,E,C,genus,B,largest
2020,2755,75,810,5863,1908
2092,3013,55,976,5744,2019
2017,2781,75,839,5774,1852
2050,2859,69,878,5830,1962
2000,2745,63,808,5746,1929
2072,2969,56,953,5713,2003
2075,2990,54,969,5692,2010
2018,2845,42,869,5636,1965
2063,2961,42,940,5674,2010
2020,2760,72,812,5854,1936
2061,2877,62,878,5827,1985
2037,2846,62,871,5749,1954
2056,2905,47,896,5755,2000
2039,2905,40,906,5671,1972
2062,2975,41,954,5627,2014
2109,3043,48,982,5755,2050
2034,2797,54,817,5832,1955
2102,3059,51,1008,5712,2037
2018,2777,55,814,5802,1931
2028,2810,61,843,5781,1947
2068,2970,64,966,5718,1971
2036,2877,61,902,5720,1957
2034,2835,57,858,5743,1933
2058,2871,62,875,5810,1979
2094,2992,55,953,5771,2026
2056,2884,48,876,5786,1982
2031,2813,61,843,5783,1950
2000,2745,50,795,5776,1921
2075,2942,58,925,5771,1991
1983,2677,78,772,5817,1861
2050,2894,44,888,5736,1959
2020,2758,58,796,5812,1948
1992,2728,64,800,5760,1869
1985,2732,63,810,5700,1889
2080,2981,57,958,5738,2008
1982,2731,52,801,5704,1873
2074,2985,50,961,5707,1993
2051,2941,44,934,5709,1994
2075,2976,56,957,5722,2001
2043,2882,67,906,5724,1945
2084,2978,52,946,5772,2012
2012,2762,55,805,5774,1937
2081,2946,62,927,5823,1979
2015,2765,56,806,5808,1940
2054,2904,50,900,5755,1959
1975,2685,77,787,5758,1857
2007,2784,58,835,5702,1905
2071,2939,62,930,5766,1976
2105,3047,36,978,5756,2061
2085,2962,47,924,5796,2006
2063,2955,55,947,5737,1979
2071,2956,60,945,5729,1975
2028,2823,51,846,5772,1963
2090,2979,64,953,5785,2009
2027,2822,63,858,5789,1944
2067,2917,66,916,5802,1974
2068,2940,61,933,5762,1990
2058,2923,63,928,5715,1917
2103,3048,52,997,5725,2028
2007,2730,64,787,5845,1933
2043,2888,60,905,5715,1929
2041,2874,54,887,5719,1967
2035,2850,49,864,5751,1969
2030,2838,68,876,5796,1938
2040,2872,52,884,5726,1968
2021,2802,62,843,5768,1941
2070,2917,66,913,5807,1967
2055,2833,70,848,5882,1968
2007,2767,70,830,5756,1918
2077,2943,48,914,5802,2008
2060,2942,54,936,5706,1977
2024,2799,56,831,5773,1946
2048,2908,63,923,5747,1958
1987,2665,64,742,5849,1900
2006,2728,61,783,5806,1916
2027,2792,66,831,5800,1951
2053,2878,41,866,5790,1978
2018,2817,57,856,5709,1934
2059,2901,56,898,5789,1967
2056,2913,56,913,5740,1985
2027,2820,54,847,5748,1938
2004,2744,63,803,5751,1910
2059,2882,59,882,5789,1985
2053,2880,50,877,5752,1992
2045,2850,65,870,5788,1948
2068,2878,55,865,5879,1977
2031,2807,65,841,5843,1920
2079,2959,56,936,5774,1993
2023,2814,48,839,5762,1966
2021,2776,74,829,5803,1905
2043,2898,48,903,5701,1979
2047,2872,60,885,5758,1958
2055,2932,47,924,5698,1991
2027,2790,69,832,5829,1912
2009,2750,72,813,5806,1868
2007,2794,55,842,5695,1927
2029,2818,70,859,5769,1923
2066,2908,71,913,5774,1985
2076,2955,68,947,5761,1983
2057,2945,50,938,5701,1972
2073,2992,37,956,5655,2027
2073,2934,65,926,5791,1974
1995,2730,63,798,5746,1906
2040,2873,62,895,5724,1924
2026,2826,66,866,5766,1937
2002,2757,60,815,5702,1923
2011,2786,56,831,5704,1927
2024,2773,73,822,5828,1877
2040,2900,62,922,5714,1959
2073,2946,63,936,5779,1976
2055,2877,60,882,5774,1961
2070,2930,56,916,5790,2006
2064,2942,65,943,5741,1968
2120,3091,55,1026,5725,2040
2136,3113,59,1036,5809,2060
2091,3028,52,989,5727,2008
2016,2799,67,850,5751,1908
2015,2798,64,847,5745,1897
2081,2991,44,954,5738,2030
2101,3048,52,999,5738,2026
2093,2973,54,934,5799,2022
2084,2985,48,949,5728,2013
2018,2787,59,828,5783,1943
2076,2959,50,933,5778,1996
2053,2925,63,935,5662,1969
2010,2783,66,839,5769,1913
2080,2976,52,948,5729,2015
2055,2885,53,883,5787,1980
2110,3041,63,994,5780,2019
2113,3046,54,987,5771,2027
2052,2915,63,926,5730,1963
2053,2911,53,911,5726,1989
2083,2946,51,914,5811,2009
2030,2826,54,850,5767,1963
2021,2825,73,877,5726,1918
2069,2965,52,948,5717,1990
2068,2978,59,969,5655,2003
2040,2891,50,901,5693,1963
2024,2799,70,845,5797,1940
2033,2779,75,821,5896,1929
2023,2825,59,861,5725,1931
2085,3010,51,976,5712,2016
2033,2807,63,837,5823,1901
2011,2747,73,809,5820,1913
2008,2784,63,839,5729,1924
2075,2930,53,908,5793,2008
2070,2945,54,929,5786,1987
2043,2870,60,887,5748,1954
2045,2881,51,887,5757,1983
2117,3124,42,1049,5670,2064
2041,2827,58,844,5807,1952
2039,2791,79,831,5850,1922
2040,2860,70,890,5782,1940
2043,2877,54,888,5742,1984
2049,2891,61,903,5721,1974
2049,2886,53,890,5737,1989
2088,2966,45,923,5804,2032
2056,2916,61,921,5743,1972
2008,2786,53,831,5709,1918
2066,2898,52,884,5840,1988
2001,2823,61,883,5624,1928
2024,2805,47,828,5741,1971
2019,2827,66,874,5692,1929
2038,2821,56,839,5819,1952
2046,2850,60,864,5792,1970
2086,2995,53,962,5718,2002
2047,2841,57,851,5830,1972
2018,2743,68,793,5844,1922
2032,2831,58,857,5751,1949
2080,2972,59,951,5747,2002
1976,2694,77,795,5738,1830
2036,2866,61,891,5737,1962
2082,2929,60,907,5842,1998
2020,2788,49,817,5789,1956
2069,2931,48,910,5761,2002
2055,2870,61,876,5823,1973
2029,2852,68,891,5714,1909
2073,2956,50,933,5760,2012
2046,2895,39,888,5693,2001
2038,2911,61,934,5676,1966
2031,2826,56,851,5772,1952
2068,2945,44,921,5764,2005
2031,2837,39,845,5727,1985
2098,3004,43,949,5795,2043
2054,2910,61,917,5747,1970
2108,3036,60,988,5811,2025
2036,2915,51,930,5624,1960
2053,2903,59,909,5715,1964
2073,2983,51,961,5698,1996
2015,2769,65,819,5782,1902
2048,2905,47,904,5689,1987
2011,2826,52,867,5647,1949
2043,2885,53,895,5729,1983
2066,2912,66,912,5798,1992
2050,2874,56,880,5784,1982
1998,2731,78,811,5801,1885
2037,2850,64,877,5763,1930
2071,2952,55,936,5779,1981
1962,2688,70,796,5658,1855
2084,3005,48,969,5716,2024
2032,2875,59,902,5696,1944
2049,2901,59,911,5716,1971
2093,2989,45,941,5797,2040
2040,2866,71,897,5752,1935
2022,2790,68,836,5805,1919
2073,2976,65,968,5701,1984
2097,3031,60,994,5730,2016
1992,2776,60,844,5695,1915
2023,2838,50,865,5674,1954
2016,2783,52,819,5766,1951
2076,2934,44,902,5829,2014
2111,3067,39,995,5742,2049
2073,2921,47,895,5802,2016
2062,2918,50,906,5793,1990
2056,2865,69,878,5818,1965
1981,2678,71,768,5772,1883
2066,2931,57,922,5753,1987
2028,2853,66,891,5688,1940
2053,2870,65,882,5804,1971
2053,2878,47,872,5772,1945
2050,2900,47,897,5728,1982
2086,2927,61,902,5843,2007
2069,2941,55,927,5758,1979
2086,2948,54,916,5846,2001
2055,2907,49,901,5734,1998
2011,2811,65,865,5698,1924
2058,2947,66,955,5718,1940
2011,2791,59,839,5704,1922
2052,2841,60,849,5849,1975
2027,2828,69,870,5762,1915
2085,2952,56,923,5826,2004
2037,2845,63,871,5752,1936
2031,2827,48,844,5728,1967
2006,2731,61,786,5817,1917
2029,2856,58,885,5697,1950
2117,3031,53,967,5835,2033
1986,2667,65,746,5833,1868
2005,2768,59,822,5739,1921
2034,2828,57,851,5799,1954
2033,2830,57,854,5752,1952
2048,2911,55,918,5719,1966
2095,3010,68,983,5753,1999
2015,2792,60,837,5748,1930
2024,2847,70,893,5720,1918
2057,2928,49,920,5713,1985
1986,2677,69,760,5822,1874
2100,2995,64,959,5774,2004
2028,2871,56,899,5660,1937
2108,3071,57,1020,5731,2043
2089,3025,46,982,5697,2019
2015,2800,61,846,5750,1930
2103,3054,57,1008,5734,2039
2053,2954,40,941,5635,2000
2063,2917,59,913,5743,1978
2061,2933,56,928,5736,1979
2032,2813,59,840,5800,1956
2039,2844,59,864,5789,1941
2097,2965,56,924,5852,2028
2032,2832,65,865,5754,1939
2047,2892,67,912,5715,1959
2010,2779,63,832,5752,1911
2033,2921,58,946,5622,1939
2002,2774,70,842,5703,1913
2042,2895,55,908,5673,1945
2027,2805,64,842,5799,1933
2031,2864,51,884,5720,1952
2046,2881,56,891,5764,1946
2130,3089,49,1008,5798,2064
2077,2969,44,936,5734,2022
2030,2815,55,840,5725,1954
2024,2829,59,864,5714,1916
2060,2959,55,954,5690,1976
1998,2784,55,841,5682,1923
2043,2860,68,885,5786,1951
2023,2780,66,823,5799,1933
2080,2972,57,949,5771,1996
1984,2681,74,771,5809,1873
2034,2824,74,864,5804,1931
2042,2844,75,877,5813,1931
2028,2861,55,888,5695,1938
2047,2894,53,900,5718,1978
2043,2859,52,868,5763,1975
1989,2726,79,816,5762,1889
2086,2969,65,948,5775,1994
2036,2896,54,914,5674,1937
2028,2820,61,853,5766,1931
2086,2978,50,942,5771,2016
2067,2921,55,909,5765,1986
2031,2813,70,852,5808,1927
2084,3019,42,977,5679,2033
2061,2931,61,931,5763,1966
2054,2902,48,896,5734,1989
1973,2665,80,772,5714,1823
2005,2801,59,855,5708,1912
2076,2941,48,913,5790,1996
1976,2678,62,764,5753,1875
1999,2678,71,750,5855,1849
2016,2799,53,836,5779,1949
2085,2982,62,959,5774,2008
2012,2760,65,813,5806,1931
2036,2803,62,829,5853,1939
2002,2770,69,837,5731,1910
2087,3007,54,974,5724,2024
2047,2876,65,894,5794,1950
2019,2823,58,862,5738,1946
2047,2923,49,925,5658,1981
2065,2930,46,911,5752,2007
2071,2912,57,898,5815,1996
2058,2889,64,895,5788,1972
2093,3019,62,988,5749,2008
2014,2828,58,872,5685,1921
2048,2866,61,879,5802,1956
2035,2826,77,868,5775,1930
2028,2886,57,915,5641,1958
2074,2914,54,894,5843,2000
2021,2807,63,849,5759,1935
2034,2842,53,861,5768,1965
2051,2862,55,866,5803,1980
2033,2798,71,836,5843,1944
2062,2921,53,912,5751,1965
2100,3017,58,975,5815,2015
2023,2796,62,835,5795,1945
2039,2888,52,901,5697,1973
1972,2729,65,822,5640,1868
2021,2845,49,873,5661,1940
2096,3025,50,979,5735,2023
1994,2714,63,783,5788,1917
2023,2784,62,823,5809,1905
2068,2986,53,971,5646,1985
2047,2845,61,859,5832,1959
2009,2777,76,844,5748,1908
2051,2880,48,877,5747,1993
2081,2955,67,941,5810,1981
2020,2791,67,838,5794,1893
2072,2891,75,894,5881,1955
2007,2730,70,793,5842,1913
2058,2865,55,862,5826,1991
2074,2973,52,951,5728,1998
2031,2851,70,890,5737,1923
2037,2882,67,912,5702,1927
2033,2855,54,876,5737,1963
2001,2709,56,764,5809,1927
2057,2867,71,881,5836,1952
2089,3008,48,967,5748,2023
2101,3021,51,971,5742,2001
2119,3104,46,1031,5735,2049
2070,2963,50,943,5730,2011
2062,2994,51,983,5631,1971
2034,2822,59,847,5804,1946
2005,2776,45,816,5700,1928
2033,2850,61,878,5713,1957
2055,2898,58,901,5756,1971
2078,2934,62,918,5803,1989
2033,2815,63,845,5813,1920
2069,2907,59,897,5792,1981
2070,2949,49,928,5745,2006
2098,3056,46,1004,5715,2047
2079,2947,52,920,5797,2003
2124,3102,54,1032,5751,2057
2001,2763,56,818,5726,1929
2073,2939,60,926,5806,1987
2122,3071,44,993,5784,2067
1994,2696,65,767,5817,1862
2090,3008,39,957,5736,2048
2007,2729,79,801,5843,1901
2076,2941,49,914,5813,2015
2078,2953,64,939,5779,1978
2082,2923,59,900,5860,1992
2041,2914,47,920,5682,1983
2013,2785,52,824,5771,1934
2098,3026,48,976,5721,2035
2036,2858,69,891,5731,1950
2060,2959,56,955,5709,1989
2045,2879,54,888,5733,1968
2019,2744,59,784,5881,1923
2079,2938,38,897,5796,2027
2075,2955,50,930,5777,2008
2053,2927,50,924,5699,1982
2036,2854,65,883,5764,1961
2042,2864,62,884,5762,1938
2068,2985,64,981,5682,1983
2012,2784,74,846,5722,1904
2017,2776,63,822,5795,1888
1986,2763,70,847,5649,1855
2088,3011,52,975,5770,2024
2036,2806,48,818,5847,1960
2009,2786,63,840,5752,1925
2064,2866,47,849,5866,2002
2132,3106,44,1018,5781,2065
2081,2981,55,955,5721,2018
2070,2896,67,893,5840,1981
2039,2897,54,912,5667,1962
2073,2972,50,949,5751,2008
2000,2734,48,782,5737,1930
2045,2844,71,870,5819,1932
2049,2893,50,894,5750,1987
2067,2991,47,971,5674,2002
2079,2930,45,896,5814,2012
1989,2756,52,819,5695,1927
1996,2762,63,829,5694,1896
2070,2928,61,919,5761,1981
2051,2873,39,861,5764,2001
2062,2949,70,957,5722,1944
2057,2910,64,917,5763,1960
2049,2847,63,861,5819,1971
2081,2980,42,941,5737,2009
2055,2880,43,868,5794,1997
2095,3071,39,1015,5635,2034
2049,2905,55,911,5732,1985
2015,2763,58,806,5785,1912
2021,2835,61,875,5689,1943
2033,2836,65,868,5763,1925
2034,2846,63,875,5750,1959
1973,2639,91,757,5843,1835
2046,2911,52,917,5698,1976
2086,2986,55,955,5754,1998
2098,3012,50,964,5760,2038
2076,2949,53,926,5768,2011
2002,2749,57,804,5774,1928
1984,2698,68,782,5756,1845
1999,2738,64,803,5769,1905
2083,2983,53,953,5724,2018
2040,2810,61,831,5857,1967
2058,2879,57,878,5781,1982
2069,2947,58,936,5792,1995
2021,2830,56,865,5702,1953
2008,2718,59,769,5861,1916
2009,2753,52,796,5780,1925
2096,3019,52,975,5753,2023
2013,2839,52,878,5661,1937
2048,2835,51,838,5858,1996
2017,2737,83,803,5850,1869
2027,2802,61,836,5779,1949
2059,2913,42,896,5741,1996
2026,2855,49,878,5672,1963
2088,3004,60,976,5749,2010
2073,2921,69,917,5791,1967
1993,2681,64,752,5843,1886
2032,2869,54,891,5688,1948
2052,2858,57,863,5814,1968
2036,2852,58,874,5760,1943
1997,2718,57,778,5785,1918
2054,2911,55,912,5774,1978
2049,2872,61,884,5773,1949
2057,2922,49,914,5712,1979
2047,2857,69,879,5815,1936
2026,2803,67,844,5813,1928
2089,2988,51,950,5779,2012
2011,2769,64,822,5747,1928
2055,2894,65,904,5764,1955
2030,2829,57,856,5776,1932
2013,2794,59,840,5764,1924
2020,2797,48,825,5741,1969
2060,2981,47,968,5617,2001
2051,2863,50,862,5793,1981
2045,2855,54,864,5739,1967
2057,2924,50,917,5722,1993
2027,2861,77,911,5694,1908
2037,2835,67,865,5777,1948
2017,2772,63,818,5810,1900
2102,3032,56,986,5771,2004
2083,3031,55,1003,5668,2012
2003,2730,71,798,5820,1909
2046,2943,37,934,5621,1993
2034,2856,55,877,5723,1955
2069,2908,55,894,5865,2001
2083,2964,46,927,5778,2020
2008,2743,62,797,5806,1927
2015,2829,58,872,5675,1929
2074,2971,51,948,5694,2000
2092,2950,53,911,5878,2031
2081,2997,44,960,5709,2024
2070,2938,58,926,5757,1988
2056,2912,52,908,5745,1995
1997,2750,62,815,5739,1897
2111,3040,52,981,5789,2016
2016,2800,66,850,5724,1922
2007,2811,54,858,5674,1937
2030,2850,55,875,5721,1954
2065,2896,56,887,5829,1989
2048,2856,58,866,5781,1944
2036,2859,70,893,5741,1951
2011,2776,60,825,5775,1928
2080,2929,38,887,5792,2031
2048,2921,47,920,5693,1984
2044,2862,55,873,5768,1955
2034,2805,71,842,5812,1899
2062,2968,38,944,5691,2015
1993,2761,67,835,5692,1914
2106,3034,54,982,5791,2037
2039,2824,82,867,5821,1923
2047,2877,61,891,5753,1941
2047,2918,49,920,5710,1977
2051,2939,53,941,5681,1979
2039,2859,50,870,5758,1954
2043,2867,53,877,5753,1983
2004,2760,65,821,5720,1903
1983,2688,66,771,5766,1848
2041,2819,62,840,5834,1969
2073,2911,54,892,5832,2010
2137,3091,64,1018,5809,2036
1996,2685,50,739,5834,1922
2056,2904,61,909,5782,1944
2030,2890,60,920,5622,1937
2071,2905,65,899,5845,1979
2088,3004,63,979,5747,1984
2123,3085,53,1015,5768,2058
2035,2837,62,864,5781,1956
2087,3031,37,981,5691,2030
2020,2761,58,799,5825,1952
2080,2990,49,959,5743,2016
2112,3051,43,982,5767,2047
2013,2774,58,819,5768,1940
2066,2908,45,887,5815,1999
2020,2801,73,854,5800,1926
2015,2776,59,820,5777,1935
1996,2751,56,811,5723,1930
2011,2770,61,820,5796,1929
2072,2994,55,977,5673,2003
2040,2833,48,841,5802,1968
2059,2843,60,844,5897,1974
2065,2891,74,900,5816,1966
2096,3000,46,950,5780,2031
2080,3013,45,978,5658,2011
2012,2764,60,812,5765,1921
2034,2832,72,870,5777,1944
2023,2847,72,896,5700,1918
2068,2893,60,885,5827,1988
2032,2835,71,874,5803,1914
2082,2959,44,921,5806,2021
2036,2881,60,905,5692,1958
2025,2837,64,876,5726,1945
2086,2998,45,957,5753,2007
2056,2879,55,878,5783,1981
2015,2779,58,822,5757,1929
2067,2931,59,923,5773,1996
2023,2805,66,848,5769,1910
2053,2889,60,896,5773,1969
2114,3074,43,1003,5758,2041
2071,2893,55,877,5866,1993
2079,2946,54,921,5789,2020
2092,3017,55,980,5723,2035
2067,2963,43,939,5686,2021
2100,3003,50,953,5779,2021
2059,2913,58,912,5759,1982
2068,2934,61,927,5760,1993
2070,2984,45,959,5665,2019
2046,2898,80,932,5712,1940
2047,2887,80,920,5747,1934
2068,2990,46,968,5670,1991
2020,2792,70,842,5757,1935
2045,2840,62,857,5828,1961
2067,2945,56,934,5743,1986
2063,2895,52,884,5798,1999
2033,2795,71,833,5854,1921
2089,2997,46,954,5760,2037
2053,2880,66,893,5816,1947
2012,2718,73,779,5876,1878
2047,2850,58,861,5803,1972
2053,2893,51,891,5758,1973
2025,2828,54,857,5725,1936
2032,2823,57,848,5760,1948
2130,3108,51,1029,5794,2056
2032,2807,52,827,5813,1966
2037,2877,68,908,5726,1922
2094,3016,46,968,5709,2033
2025,2815,68,858,5771,1925
2100,3038,56,994,5747,2025
2069,2971,42,944,5676,2021
2080,2988,57,965,5732,2007
1984,2711,71,798,5766,1870
2069,2948,62,941,5741,1991
2102,3013,53,964,5777,2038
2060,2913,63,916,5746,1977
2085,2992,48,955,5744,2029
2050,2881,57,888,5787,1961
1939,2523,87,671,5891,1775
2063,2920,66,923,5772,1987
2010,2747,77,814,5824,1906
2057,2954,59,956,5709,1978
2017,2829,69,881,5711,1905
1996,2723,62,789,5780,1899
2024,2789,56,821,5799,1945
2056,2967,46,957,5607,1991
2014,2783,78,847,5788,1896
2104,3061,47,1004,5693,2042
2001,2737,67,803,5795,1913
2076,2900,70,894,5894,1978
2041,2842,71,872,5790,1945
2084,2935,60,911,5858,2010
2109,3048,51,990,5760,2037
2054,2874,47,867,5794,1990
2050,2921,44,915,5657,2001
2068,2928,55,915,5784,1977
2096,3045,47,996,5705,2037
2029,2829,56,856,5756,1933
2029,2823,56,850,5773,1910
2079,2964,41,926,5739,2027
2003,2749,63,809,5747,1877
2019,2790,63,834,5811,1939
2010,2807,58,855,5701,1926
2045,2867,62,884,5780,1966
2080,3026,55,1001,5646,2000
2042,2871,67,896,5780,1955
2079,3004,52,977,5700,2020
2053,2845,68,860,5870,1942
2067,2938,45,916,5748,1992
1992,2680,63,751,5809,1870
2083,3023,41,981,5668,2025
2033,2844,56,867,5755,1958
2087,2990,58,961,5754,1995
2016,2812,63,859,5718,1915
2079,2942,57,920,5801,1998
2001,2752,61,812,5724,1918
2016,2803,59,846,5743,1920
2081,2969,42,930,5768,2026
2047,2830,62,845,5841,1955
2016,2787,68,839,5772,1900
2022,2833,71,882,5716,1911
2109,3021,51,963,5803,2039
2018,2852,51,885,5669,1945
2032,2813,74,855,5828,1916
2062,2935,57,930,5753,1976
2053,2914,66,927,5697,1932
2082,3007,47,972,5685,1999
2026,2875,60,909,5650,1957
2116,3114,39,1037,5659,2054
2040,2850,58,868,5755,1947
2085,3005,54,974,5744,2003
2124,3103,52,1031,5738,2053
2073,2971,62,960,5758,1998
2025,2810,62,847,5780,1900
2019,2785,76,842,5766,1902
2065,2921,55,911,5770,1992
2064,2947,52,935,5723,1985
2061,2924,63,926,5735,1982
2041,2852,65,876,5768,1939
2071,2967,57,953,5698,1996
2087,2995,43,951,5742,2018
2030,2798,66,834,5840,1921
2087,2974,56,943,5799,2006
2101,2998,52,949,5812,2027
2100,3025,50,975,5789,2026
2106,3041,56,991,5757,2031
2018,2791,61,834,5789,1934
2027,2831,69,873,5763,1922
2027,2811,70,854,5760,1900
2039,2835,53,849,5803,1973
2040,2822,61,843,5808,1940
2058,2935,57,934,5711,1972
2057,2948,44,935,5663,1998
2048,2927,56,935,5657,1971
2086,3014,47,975,5690,2037
2123,3084,51,1012,5782,2063
2022,2809,65,852,5743,1933
2060,2891,63,894,5797,1972
2068,2945,42,919,5725,2013
2090,2942,55,907,5882,2013
2042,2879,59,896,5740,1947
2057,2924,48,915,5731,1988
2055,2867,59,871,5786,1987
2098,3041,51,994,5730,2016
2045,2855,56,866,5768,1955
2069,2915,38,884,5809,2003
2032,2839,49,856,5770,1967
2087,2967,45,925,5789,2027
2120,3056,60,996,5834,2017
2053,2916,59,922,5722,1976
2060,2953,55,948,5694,1961
2037,2863,62,888,5781,1944
2030,2825,70,865,5776,1928
2004,2798,51,845,5712,1918
2016,2735,69,788,5845,1934
2047,2841,61,855,5812,1971
2030,2830,60,860,5757,1947
2084,2987,53,956,5719,2009
2064,2881,58,875,5817,1986
2043,2848,65,870,5789,1950
2061,2907,58,904,5767,1989
2046,2870,64,888,5799,1947
2080,2964,55,939,5782,2006
1974,2693,72,791,5742,1873
2055,2888,65,898,5767,1967
2042,2865,73,896,5776,1924
2046,2893,56,903,5734,1978
2057,2938,60,941,5714,1979
2116,3048,50,982,5812,2053
2054,2901,52,899,5767,1988
2031,2839,48,856,5746,1966
2050,2847,58,855,5855,1957
2091,3023,50,982,5700,2033
2069,2960,61,952,5726,1985
2044,2822,68,846,5846,1948
2042,2868,48,874,5746,1984
1998,2743,78,823,5761,1875
2048,2851,62,865,5806,1960
2066,2917,45,896,5803,1990
2083,2990,40,947,5730,2037
2007,2740,84,817,5827,1884
2003,2711,55,763,5848,1914
2048,2903,60,915,5691,1955
1997,2684,65,752,5878,1909
2027,2811,68,852,5800,1910
2063,2912,70,919,5795,1968
2041,2827,63,849,5841,1955
2052,2957,55,960,5648,1990
2041,2894,57,910,5699,1964
2089,3078,42,1031,5594,2041
2074,3059,53,1038,5584,2007
2051,2896,54,899,5739,1986
2053,2923,55,925,5719,1977
2045,2900,47,902,5721,1981
2049,2898,59,908,5741,1951
2028,2770,71,813,5850,1934
2034,2869,47,882,5713,1944
2041,2868,50,877,5764,1971
2051,2861,59,869,5807,1953
2000,2716,75,791,5831,1901
2010,2745,62,797,5820,1933
2076,2961,49,934,5749,2002
2085,3002,51,968,5738,2018
2080,3003,50,973,5699,2015
2104,3038,53,987,5788,2034
2036,2836,49,849,5803,1966
2100,3091,60,1051,5635,2000
2041,2889,45,893,5738,1961
2003,2801,54,852,5655,1930
2033,2822,66,855,5805,1931
2012,2766,67,821,5759,1913
2041,2836,61,856,5815,1959
2082,2983,46,947,5719,2014
2081,2990,58,967,5720,2004
2064,2939,47,922,5750,1998
2064,2976,52,964,5674,1959
2028,2875,50,897,5667,1961
2016,2790,63,837,5747,1918
2047,2854,55,862,5779,1982
1982,2712,60,790,5730,1909
2036,2833,41,838,5787,1988
2063,2952,44,933,5695,1993
2096,3037,50,991,5720,2028
2098,3064,48,1014,5689,2037
2041,2847,54,860,5763,1963
2058,2902,47,891,5735,1995
2048,2882,67,901,5746,1964
2042,2870,51,879,5764,1965
2102,3030,48,976,5762,2026
2111,3016,63,968,5832,2036
2015,2811,66,862,5723,1899
1987,2717,82,812,5767,1865
2058,2883,60,885,5824,1965
2077,2958,58,939,5770,2007
2020,2809,65,854,5762,1937
2060,2906,58,904,5804,1991
2022,2798,59,835,5785,1925
2034,2796,51,813,5809,1911
2024,2833,64,873,5736,1942
2053,2877,63,887,5802,1965
1996,2763,55,822,5711,1917
2024,2817,58,851,5752,1946
2073,2993,40,960,5659,2016
1989,2732,54,797,5754,1877
2053,2845,74,866,5866,1946
2030,2874,64,908,5691,1935
2019,2818,45,844,5721,1949
2073,2922,65,914,5814,1976
2050,2862,61,873,5842,1972
2092,2946,43,897,5878,2006
2027,2861,62,896,5699,1943
2024,2815,54,845,5763,1956
2047,2843,50,846,5820,1966
2056,2918,53,915,5694,1980
2064,2981,52,969,5665,1983
2057,2872,59,874,5837,1962
2004,2745,56,797,5799,1922
2027,2772,67,812,5872,1928
2015,2796,74,855,5767,1912
2049,2814,78,843,5881,1936
2014,2752,68,806,5831,1930
2034,2775,61,802,5868,1948
2003,2750,70,817,5729,1898
2007,2796,73,862,5731,1901
2025,2836,54,865,5710,1941
2056,2911,52,907,5741,1966
2077,2938,59,920,5788,1977
2076,2986,47,957,5713,2019
2057,2889,47,879,5789,2003
2038,2835,61,858,5786,1961
2073,2949,63,939,5781,1998
2069,2907,52,890,5801,1991
2068,2922,55,909,5780,2001
2014,2786,54,826,5752,1943
2012,2794,56,838,5726,1925
