V,E,B,lb
2066,2941,5730,876
2068,2904,5830,837
2067,2889,5833,823
2054,2911,5732,858
2018,2776,5795,759
2076,2967,5754,892
2012,2819,5707,808
2020,2762,5808,743
2048,2858,5795,811
2098,3016,5786,919
2014,2777,5757,764
2003,2805,5667,803
2028,2773,5861,746
2025,2786,5808,762
2033,2821,5774,789
2017,2778,5805,762
2055,2904,5774,850
2065,2978,5630,914
2029,2790,5812,762
1997,2780,5673,784
2098,3023,5763,926
2066,2913,5810,848
2075,2956,5761,882
2050,2906,5725,857
2044,2878,5760,835
2087,3006,5752,920
2061,2939,5717,879
2003,2746,5771,744
2062,2933,5774,872
2083,2984,5773,902
2041,2862,5763,822
2027,2819,5770,793
2050,2871,5791,822
2051,2890,5760,840
2032,2835,5774,804
2032,2799,5846,768
2033,2786,5848,754
2061,2890,5804,830
2100,3042,5738,943
2052,2886,5770,835
2061,2912,5768,852
2058,2911,5751,854
2006,2764,5738,759
2108,3036,5791,929
2082,2967,5762,886
2071,2872,5884,802
2086,2970,5787,885
1971,2656,5756,686
2069,2908,5829,840
1996,2724,5764,729
2091,3005,5780,915
2110,3047,5777,938
2006,2793,5715,788
2048,2844,5811,797
2035,2852,5745,818
2045,2895,5717,851
2087,3014,5725,928
1989,2703,5756,715
1999,2754,5746,756
2029,2877,5650,849
2058,2912,5755,855
2070,2983,5691,914
2044,2853,5803,810
2095,2982,5831,888
2075,2920,5804,846
2073,2951,5772,879
2071,2940,5788,870
2055,2908,5757,854
2096,2980,5801,885
2024,2849,5683,826
2116,3043,5830,928
2086,2913,5898,828
2045,2870,5751,826
2045,2862,5767,818
2059,2948,5688,890
2036,2825,5804,790
2067,2918,5821,852
2045,2903,5720,859
2092,2942,5842,851
2017,2819,5703,803
2026,2841,5726,816
2070,2965,5752,896
2026,2821,5740,796
2038,2843,5765,806
2047,2877,5737,831
2064,2949,5715,886
2073,2954,5753,882
2059,2888,5810,830
2054,2909,5745,856
2080,2945,5787,866
2009,2789,5750,781
2072,2962,5771,891
2034,2822,5802,789
2058,2886,5802,829
2037,2823,5821,787
2091,2996,5785,906
2073,2919,5828,847
2077,2963,5765,887
2087,2997,5758,911
2014,2828,5719,815
2024,2841,5727,818
2042,2843,5779,802
2076,2966,5757,891
2106,3066,5737,961
2056,2899,5776,844
2056,2893,5749,838
2149,3187,5733,1039
2025,2814,5766,790
2040,2829,5793,790
2024,2747,5894,724
1980,2696,5744,717
2043,2882,5705,840
2073,2989,5725,917
2043,2879,5696,837
2057,2925,5741,869
1980,2733,5663,754
2051,2847,5818,797
2078,2960,5761,883
2000,2748,5749,749
2059,2919,5745,861
2039,2833,5808,795
1989,2740,5701,752
2011,2776,5776,766
2043,2871,5739,829
2072,2967,5739,896
1967,2698,5688,732
2032,2828,5779,797
2038,2855,5744,818
2005,2816,5614,812
2083,2964,5811,882
2070,2997,5646,928
2026,2865,5680,840
2040,2869,5729,830
2058,2876,5781,819
2078,2971,5744,894
2074,2978,5743,905
2007,2813,5659,807
2039,2842,5766,804
2023,2856,5658,834
2025,2839,5721,815
2082,2985,5729,904
2009,2708,5867,700
2098,3019,5787,922
2047,2887,5724,841
2051,2920,5712,870
2040,2788,5861,749
2047,2920,5662,874
2005,2789,5692,785
2012,2787,5731,776
2036,2834,5794,799
2065,2977,5669,913
2086,2976,5766,891
2043,2905,5697,863
2086,2970,5756,885
2062,2962,5700,901
2091,2990,5794,900
2051,2865,5790,815
2018,2777,5802,760
2092,2992,5797,901
2052,2871,5815,820
1992,2691,5799,700
1977,2685,5752,709
2035,2852,5710,818
2002,2746,5781,745
2014,2760,5781,747
2059,2874,5833,816
2038,2832,5802,795
2079,2953,5768,875
2013,2808,5722,796
2058,2911,5744,854
2101,3015,5790,915
2032,2780,5881,749
2022,2738,5897,717
2014,2769,5782,756
2035,2844,5768,810
2053,2862,5831,810
2019,2816,5733,798
1999,2740,5731,742
2079,2985,5717,907
2033,2876,5693,844
2011,2830,5669,820
2042,2861,5726,820
2050,2850,5821,801
1991,2716,5776,726
2059,2902,5775,844
2045,2893,5725,849
2057,2885,5832,829
2040,2822,5805,783
2016,2849,5673,834
2039,2891,5697,853
2069,2924,5773,856
2073,2942,5764,870
2068,2927,5786,860
2071,2935,5771,865
2060,2872,5834,813
2064,2908,5781,845
2081,2964,5790,884
2020,2807,5765,788
2043,2843,5834,801
2046,2828,5853,783
2045,2808,5872,764
2097,2992,5796,896
2116,3068,5769,953
2103,3036,5768,934
2001,2789,5658,789
1987,2691,5821,705
2036,2865,5720,830
2080,2998,5721,919
2050,2900,5752,851
2124,3100,5761,977
2089,3011,5739,923
2048,2860,5793,813
2049,2867,5774,819
2000,2783,5680,784
1994,2721,5791,728
2034,2789,5837,756
2009,2800,5710,792
2070,2958,5775,889
2031,2828,5757,798
2020,2851,5684,832
2090,3079,5597,990
2041,2848,5799,808
2090,3000,5760,911
1977,2684,5759,708
2082,2974,5775,893
2054,2925,5683,872
2002,2743,5756,742
2122,3065,5785,944
2079,3044,5630,966
2055,2863,5824,809
2050,2903,5734,854
2036,2838,5733,803
2004,2733,5788,730
2076,2918,5844,843
2052,2902,5733,851
2058,2899,5759,842
1996,2760,5680,765
2018,2809,5754,792
2039,2876,5698,838
2054,2878,5800,825
2033,2861,5715,829
2050,2870,5787,821
2054,2900,5763,847
2079,2963,5767,885
2069,2938,5782,870
2013,2755,5825,743
2055,2875,5815,821
2025,2795,5797,771
2015,2755,5795,741
2035,2869,5717,835
2018,2747,5833,730
2000,2692,5867,693
2041,2786,5857,746
2041,2884,5727,844
1961,2629,5767,669
2037,2886,5693,850
2091,2997,5807,907
2055,2869,5810,815
1995,2732,5741,738
1995,2787,5650,793
2112,3044,5799,933
2054,2900,5772,847
2025,2834,5719,810
2042,2894,5714,853
2020,2768,5826,749
2020,2817,5716,798
2090,3030,5714,941
2091,2995,5771,905
2023,2802,5783,780
2091,3037,5686,947
2094,3017,5743,924
2114,3045,5786,932
2068,2915,5821,848
2018,2825,5680,808
1991,2739,5710,749
2035,2846,5765,812
2045,2835,5825,791
2053,2932,5700,880
2053,2847,5839,795
2008,2802,5704,795
1996,2704,5794,709
2017,2808,5748,792
2022,2745,5881,724
2091,3002,5786,912
2062,2874,5877,813
2012,2796,5741,785
2080,2939,5826,860
2052,2926,5717,875
1996,2724,5779,729
2048,2874,5780,827
2048,2937,5664,890
2054,2886,5778,833
2027,2795,5800,769
2004,2777,5719,774
2041,2881,5745,841
2051,2862,5807,812
2037,2854,5770,818
2057,2858,5842,802
2050,2838,5875,789
2051,2889,5753,839
1999,2752,5750,754
2049,2889,5771,841
2071,2933,5796,863
2025,2783,5819,759
2029,2829,5737,801
2082,2988,5763,907
2100,3048,5758,949
2041,2876,5733,836
2076,2919,5829,844
2122,3092,5757,971
2099,3055,5689,957
2057,2912,5738,856
2059,2915,5747,857
2019,2788,5802,770
2001,2767,5744,767
2028,2861,5704,834
1994,2751,5713,758
2052,2832,5864,781
2069,2988,5629,920
2017,2797,5728,781
2017,2816,5764,800
2095,2987,5799,893
2096,3011,5770,916
2045,2875,5781,831
2064,2934,5750,871
2079,2999,5698,921
2039,2845,5788,807
2105,3014,5795,910
2042,2854,5760,813
2022,2743,5883,722
2025,2825,5748,801
2068,2917,5783,850
2053,2898,5738,846
2061,2897,5790,837
2039,2833,5795,795
2033,2881,5670,849
2053,2877,5813,825
2096,2994,5797,899
2035,2811,5791,777
2085,3006,5690,922
2066,2950,5745,885
2077,2951,5774,875
2032,2802,5824,771
2133,3123,5768,991
2030,2859,5708,830
2049,2892,5723,844
2050,2893,5755,844
2061,2930,5708,870
1995,2739,5730,745
2028,2818,5779,791
2047,2903,5730,857
2042,2872,5704,831
2049,2852,5832,804
2079,2950,5805,872
2095,3047,5709,953
2032,2806,5793,775
2062,2927,5738,866
2072,2964,5740,893
2064,2944,5743,881
2046,2890,5741,845
1999,2786,5678,788
2060,2918,5752,859
2091,2991,5777,901
2086,2956,5836,871
2042,2859,5779,818
1998,2758,5733,761
2053,2874,5770,822
2073,2922,5806,850
2012,2771,5792,760
2074,2949,5783,876
2092,2974,5775,883
2068,2936,5767,869
2089,3019,5739,931
2049,2893,5754,845
2091,3016,5748,926
1998,2736,5782,739
2133,3112,5754,980
2059,2921,5777,863
2013,2748,5809,736
2114,3115,5663,1002
2054,2907,5727,854
2064,2927,5725,864
2093,3037,5692,945
1974,2638,5837,665
2046,2852,5807,807
2047,2896,5710,850
2036,2850,5727,815
2027,2836,5740,810
2023,2765,5826,743
2106,3023,5795,918
2038,2857,5754,820
2048,2905,5724,858
1990,2674,5811,685
2045,2833,5805,789
2077,2981,5712,905
2064,2957,5700,894
2024,2838,5705,815
2065,2940,5727,876
1951,2599,5779,649
2077,2922,5829,846
2088,2976,5803,889
2055,2885,5798,831
2029,2796,5844,768
2111,3039,5804,929
2039,2840,5800,802
2034,2856,5700,823
2072,2908,5820,837
1957,2655,5692,699
2038,2866,5743,829
2016,2793,5728,778
2002,2799,5688,798
2049,2865,5777,817
2086,2937,5831,852
1998,2736,5777,739
2130,3133,5731,1004
2061,2913,5760,853
2084,2965,5791,882
2091,3029,5746,939
2088,2990,5784,903
2068,2902,5804,835
2008,2751,5782,744
2071,2983,5739,913
2052,2848,5870,797
2046,2870,5781,825
2049,2904,5710,856
2040,2859,5757,820
2005,2781,5738,777
1969,2689,5677,721
2057,2910,5757,854
2024,2817,5741,794
1993,2737,5731,745
2078,2971,5718,894
2076,2896,5877,821
2049,2887,5757,839
2052,2978,5611,927
2032,2779,5857,748
2018,2788,5754,771
2005,2723,5829,719
2015,2811,5713,797
2048,2878,5751,831
2037,2910,5653,874
2024,2802,5780,779
2115,3032,5821,918
2052,2887,5778,836
2057,2876,5830,820
2077,3001,5704,925
1998,2765,5689,768
2040,2855,5792,816
2052,2880,5798,829
2080,3000,5698,921
2056,2927,5698,872
2075,2955,5742,881
2128,3059,5839,932
1999,2776,5683,778
2051,2905,5703,855
2058,2931,5698,874
1975,2631,5849,657
2050,2926,5676,877
2074,2979,5698,906
2073,2966,5719,894
2009,2742,5831,734
1996,2724,5797,729
2045,2872,5751,828
2085,3005,5714,921
2022,2782,5798,761
2019,2804,5758,786
2024,2808,5760,785
2090,2957,5848,868
2045,2875,5769,831
2082,2952,5807,871
2046,2837,5859,792
2062,2919,5782,858
2086,2991,5772,906
2066,2922,5751,857
2033,2881,5675,849
1995,2724,5774,730
2050,2852,5824,803
2024,2841,5719,818
2034,2836,5786,803
2062,2930,5717,869
2048,2879,5755,832
2012,2781,5775,770
2093,3013,5782,921
2063,2893,5817,831
2015,2790,5776,776
2046,2897,5718,852
2086,2954,5849,869
2036,2860,5724,825
2063,2924,5759,862
2074,2962,5742,889
2023,2828,5731,806
2030,2800,5829,771
2040,2904,5668,865
2019,2875,5602,857
2077,2954,5762,878
2020,2787,5778,768
2075,2958,5761,884
2032,2902,5640,871
2079,2955,5779,877
2028,2862,5702,835
2011,2781,5746,771
2019,2755,5848,737
2060,2891,5808,832
2073,2920,5827,848
2068,2939,5773,872
1987,2706,5740,720
2068,2957,5701,890
1993,2723,5788,731
2020,2819,5708,800
2062,2899,5793,838
2095,2958,5832,864
2023,2831,5733,809
2048,2861,5786,814
2042,2883,5724,842
2038,2816,5830,779
2077,2957,5765,881
2090,2981,5808,892
1987,2725,5704,739
2107,3084,5717,978
2085,2971,5790,887
1998,2743,5734,746
2095,3009,5749,915
1991,2697,5836,707
2088,2971,5783,884
2032,2806,5814,775
2042,2877,5733,836
2035,2865,5751,831
2037,2847,5763,811
1964,2631,5787,668
2022,2810,5758,789
2041,2861,5749,821
2102,3014,5809,913
2069,2924,5762,856
2052,2896,5771,845
2068,2932,5740,865
2008,2770,5773,763
2084,3038,5679,955
2078,2936,5820,859
2097,3026,5756,930
2120,3076,5778,957
2018,2829,5688,812
2090,2967,5822,878
2027,2836,5745,810
2075,2911,5812,837
2026,2832,5733,807
2004,2725,5818,722
2022,2782,5809,761
2054,2889,5780,836
2012,2744,5823,733
2007,2789,5721,783
2050,2870,5783,821
2015,2790,5751,776
2008,2711,5832,704
1995,2722,5789,728
2026,2818,5767,793
2067,2913,5811,847
2038,2873,5751,836
2042,2826,5809,785
2022,2807,5769,786
2042,2854,5742,813
2032,2861,5710,830
2104,3006,5819,903
2033,2807,5828,775
2062,2908,5833,847
2038,2843,5798,806
2045,2863,5809,819
2027,2811,5789,785
2082,2968,5751,887
2030,2845,5722,816
2076,2922,5804,847
2057,2908,5785,852
2070,2969,5674,900
2034,2832,5764,799
2087,2982,5768,896
2026,2798,5767,773
2055,2869,5816,815
2044,2804,5888,761
2079,2979,5710,901
2092,3068,5648,977
2025,2820,5719,796
2076,2958,5763,883
2106,3013,5801,908
2027,2819,5788,793
2020,2820,5710,801
2026,2850,5710,825
2033,2823,5817,791
2027,2848,5696,822
2021,2819,5743,799
2061,2929,5724,869
2061,2951,5694,891
2053,2870,5810,818
1998,2723,5800,726
2032,2818,5772,787
2017,2761,5827,745
1999,2787,5667,789
2042,2868,5721,827
2081,2949,5802,869
2048,2862,5797,815
2075,2947,5783,873
2089,3003,5722,915
2120,3078,5739,959
1962,2658,5722,697
2065,2944,5722,880
2066,2941,5727,876
2040,2852,5743,813
2066,2916,5781,851
2060,2911,5773,852
2019,2762,5801,744
2066,2913,5768,848
2043,2857,5800,815
2046,2875,5744,830
2043,2853,5755,811
2105,3033,5776,929
1997,2714,5829,718
2064,2895,5781,832
2037,2837,5799,801
2001,2736,5779,736
2052,2884,5783,833
2109,3004,5811,896
2053,2922,5689,870
2027,2772,5842,746
2033,2856,5736,824
2039,2843,5771,805
2092,3042,5673,951
2043,2850,5787,808
2055,2912,5729,858
2100,3042,5746,943
2041,2869,5764,829
2033,2823,5795,791
2046,2867,5768,822
1995,2679,5845,685
2115,3079,5754,965
2024,2788,5814,765
2019,2800,5798,782
2053,2904,5752,852
1997,2745,5759,749
2021,2845,5649,825
2083,2999,5732,917
2039,2883,5708,845
2051,2927,5693,877
2094,3039,5711,946
2093,2998,5760,906
2087,3011,5715,925
2068,2979,5653,912
2014,2745,5804,732
2048,2882,5757,835
2061,2877,5825,817
2087,3015,5676,929
2065,2932,5775,868
2029,2788,5825,760
2110,2994,5893,885
2077,2948,5770,872
2058,2933,5737,876
2056,2925,5719,870
2055,2925,5734,871
2090,2992,5751,903
2056,2905,5747,850
2049,2903,5752,855
2021,2821,5716,801
2047,2886,5758,840
2035,2814,5787,780
2102,3032,5755,931
2068,2947,5734,880
2011,2802,5704,792
2000,2771,5701,772
2052,2930,5700,879
2060,2912,5777,853
2113,3161,5580,1049
2042,2886,5731,845
2038,2904,5663,867
2054,2881,5791,828
2044,2821,5864,778
2064,2916,5768,853
2072,2950,5733,879
1997,2697,5839,701
2050,2923,5707,874
2065,2981,5669,917
2006,2742,5769,737
2140,3146,5734,1007
2081,2976,5769,896
2015,2788,5742,774
2079,2949,5802,871
2157,3163,5793,1007
2002,2730,5804,729
2094,2978,5817,885
2038,2847,5795,810
2041,2901,5685,861
2041,2815,5844,775
2046,2858,5802,813
2008,2745,5786,738
2029,2804,5771,776
2054,2847,5822,794
2043,2868,5767,826
2051,2828,5849,778
2017,2786,5786,770
2048,2889,5724,842
1990,2739,5705,750
2054,2889,5774,836
2050,2883,5768,834
2115,3016,5884,902
2042,2832,5846,791
2024,2793,5804,770
2047,2894,5729,848
2045,2871,5768,827
2003,2706,5839,704
2114,3135,5619,1022
2060,2891,5767,832
2033,2839,5794,807
2069,2967,5705,899
2077,2962,5779,886
2062,2915,5741,854
2084,2992,5740,909
2065,2932,5776,868
2001,2793,5676,793
2073,2970,5709,898
2065,2920,5783,856
2046,2845,5794,800
2005,2798,5719,794
2029,2817,5782,789
1936,2618,5664,683
2045,2883,5753,839
2066,2961,5691,896
2074,2963,5742,890
2043,2838,5803,796
2015,2765,5805,751
2026,2764,5812,739
2061,2933,5742,873
2060,2903,5757,844
2043,2870,5767,828
2027,2856,5691,830
2026,2852,5691,827
2038,2791,5877,754
2030,2777,5872,748
2090,2935,5897,846
2035,2882,5740,848
1971,2665,5756,695
2079,2977,5722,899
2051,2872,5760,822
2058,2910,5779,853
2042,2872,5735,831
2034,2824,5797,791
2049,2946,5638,898
2028,2837,5705,810
2052,2867,5795,816
2101,3012,5826,912
2041,2810,5854,770
2028,2798,5818,771
2039,2885,5705,847
2062,2946,5700,885
2076,2939,5802,864
2057,2891,5790,835
2052,2873,5810,822
2058,2861,5835,804
2037,2861,5711,825
2039,2806,5850,768
2027,2783,5823,757
2018,2797,5739,780
2069,2970,5717,902
2083,2957,5796,875
2056,2933,5678,878
2013,2774,5752,762
2047,2900,5708,854
2002,2709,5829,708
2063,2941,5754,879
2086,2933,5832,848
2070,2878,5907,809
2004,2773,5708,770
2076,2972,5719,897
2092,2916,5929,825
2032,2841,5770,810
2009,2771,5757,763
2057,2841,5879,785
2031,2871,5700,841
2045,2874,5765,830
2045,2871,5771,827
2075,2940,5826,866
2060,2895,5769,836
2054,2900,5730,847
2044,2853,5789,810
2056,2904,5770,849
2003,2733,5772,731
2024,2778,5789,755
2105,3040,5777,936
2041,2883,5729,843
2066,2936,5732,871
2069,2912,5820,844
2087,2956,5804,870
2094,2993,5781,900
2036,2867,5709,832
2036,2864,5717,829
2067,2938,5779,872
2043,2755,5974,713
2056,2900,5762,845
2045,2817,5869,773
2047,2862,5773,816
2089,3022,5720,934
2098,3006,5805,909
2036,2828,5810,793
2004,2760,5767,757
2050,2895,5743,846
2125,3092,5776,968
2021,2817,5733,797
2013,2781,5787,769
2010,2779,5741,770
2053,2909,5747,857
2024,2833,5711,810
2003,2767,5744,765
2012,2769,5771,758
2094,3037,5708,944
2050,2853,5838,804
2021,2792,5792,772
2069,2994,5684,926
2023,2880,5632,858
2056,2877,5825,822
2024,2832,5699,809
1978,2675,5753,698
2031,2827,5800,797
1996,2776,5691,781
2042,2842,5815,801
2068,2907,5798,840
2041,2830,5827,790
2071,2949,5725,879
2028,2845,5732,818
2033,2812,5832,780
2060,2924,5714,865
2062,2869,5848,808
2062,2926,5755,865
2022,2830,5733,809
2057,2943,5681,887
2098,3050,5727,953
2044,2905,5686,862
2093,3045,5696,953
2060,2890,5777,831
2029,2867,5674,839
2045,2848,5827,804
2043,2857,5785,815
1998,2767,5697,770
2064,2893,5832,830
1996,2728,5794,733
2066,2963,5691,898
2038,2865,5746,828
2022,2809,5728,788
2069,2981,5721,913
2044,2883,5736,840
2041,2847,5786,807
2013,2792,5728,780
2094,3042,5682,949
2043,2870,5748,828
2043,2862,5782,820
2045,2860,5780,816
2093,2983,5806,891
2050,2852,5784,803
2031,2859,5681,829
2042,2883,5704,842
2069,2983,5676,915
1978,2668,5818,691
2065,2920,5795,856
2034,2892,5642,859
2044,2881,5742,838
2071,2974,5709,904
2035,2844,5762,810
2033,2863,5726,831
2026,2788,5823,763
2056,2888,5789,833
2057,2871,5831,815
2035,2846,5747,812
2041,2813,5859,773
2062,2930,5726,869
2024,2776,5827,753
2007,2758,5785,752
2053,2840,5840,788
2043,2864,5733,822
2038,2844,5763,807
2083,2994,5729,912
2014,2769,5786,756
2011,2829,5654,819
1981,2729,5701,749
2089,3027,5710,939
2021,2805,5750,785
2074,2902,5833,829
2059,2962,5655,904
2081,2938,5835,858
2048,2851,5802,804
2037,2836,5784,800
2034,2861,5734,828
1996,2691,5851,696
2040,2847,5770,808
2058,2874,5817,817
2043,2903,5699,861
1996,2723,5757,728
2056,2840,5854,785
2027,2829,5759,803
2051,2900,5742,850
2011,2806,5717,796
2028,2839,5716,812
2035,2838,5782,804
2067,2922,5769,856
2011,2768,5794,758
2080,2995,5722,916
2030,2841,5743,812
2055,2860,5818,806
2093,3042,5713,950
2037,2883,5692,847
2050,2852,5802,803
2075,2938,5813,864
2054,2913,5717,860
2022,2779,5813,758
2007,2780,5737,774
2036,2849,5773,814
2058,2895,5781,838
2057,2897,5787,841
2083,2963,5802,881
2084,2963,5797,880
2026,2806,5801,781
2028,2742,5900,715
2089,3016,5720,928
2051,2951,5644,901
1996,2746,5727,751
2096,3023,5745,928
2051,2851,5831,801
2010,2760,5792,751
2057,2881,5814,825
2106,3032,5770,927
2072,2995,5700,924
2020,2813,5741,794
2083,3032,5660,950
2006,2707,5845,702
2030,2823,5758,794
2042,2867,5749,826
2076,2972,5740,897
2023,2819,5740,797
2027,2795,5792,769
2079,2954,5795,876
2039,2869,5753,831
1990,2724,5742,735
2058,2952,5704,895
2046,2851,5797,806
2081,2937,5794,857
2004,2709,5874,706
2052,2914,5715,863
2070,2928,5785,859
2060,2948,5658,889
2018,2760,5833,743
2049,2900,5700,852
2021,2796,5779,776
2091,2997,5762,907
2003,2770,5712,768
2048,2850,5842,803
2071,2980,5722,910
2050,2867,5820,818
2022,2853,5681,832
2017,2846,5660,830
2023,2793,5809,771
2109,3040,5788,932
2033,2827,5771,795
2004,2731,5794,728
2065,2945,5731,881
2031,2878,5692,848
2054,2908,5748,855
2080,2969,5762,890
2059,2904,5767,846
2028,2830,5771,803
2053,2921,5691,869
2052,2886,5781,835
2034,2848,5746,815
2057,2931,5681,875
2092,3002,5754,911
2032,2853,5758,822
2043,2898,5688,856
2060,2909,5772,850
2064,2892,5818,829
2042,2855,5781,814
2092,2967,5829,876
1971,2640,5798,670
2057,2915,5762,859
2104,3033,5775,930
2045,2816,5872,772
2009,2743,5824,735
2078,2948,5786,871
2025,2751,5871,727
2060,2897,5749,838
2038,2839,5819,802
2041,2857,5785,817
2117,3125,5669,1009
2051,2910,5725,860
2062,2954,5696,893
2036,2840,5797,805
2044,2853,5820,810
2049,2861,5795,813
2043,2872,5741,830
2033,2817,5798,785
2042,2830,5835,789
2033,2845,5773,813
2071,2969,5723,899
2049,2880,5761,832
2056,2865,5843,810
2084,3012,5692,929
2043,2828,5816,786
2063,2924,5748,862
2021,2751,5855,731
2098,2994,5789,897
2108,3114,5646,1007
2026,2803,5791,778
2045,2810,5872,766
2066,2907,5789,842
2033,2810,5814,778
2039,2853,5773,815
2027,2820,5751,794
2086,2982,5764,897
2109,3096,5628,988
2098,3072,5643,975
2046,2877,5753,832
2059,2895,5784,837
2053,2914,5735,862
2051,2940,5666,890
2007,2751,5779,745
2011,2800,5726,790
2007,2754,5768,748
2081,2974,5734,894
2028,2878,5673,851
1969,2652,5788,684
2055,2866,5798,812
2072,2979,5722,908
2056,2896,5728,841
2030,2830,5735,801
2126,3091,5767,966
1998,2780,5677,783
1998,2763,5711,766
2030,2865,5691,836
2083,3017,5699,935
2093,3004,5746,912
2067,2935,5764,869
2053,2935,5678,883
2017,2868,5636,852
2094,3009,5788,916
2019,2811,5704,793
2057,2889,5785,833
2004,2708,5842,705
2028,2803,5794,776
2071,2949,5779,879
2056,2881,5766,826
2041,2868,5745,828
2021,2788,5797,768
2024,2791,5770,768
2052,2933,5675,882
2049,2918,5713,870
1996,2706,5820,711
2033,2909,5640,877
2029,2845,5720,817
2000,2723,5794,724
2043,2816,5863,774
2009,2773,5763,765
2066,2925,5768,860
2037,2858,5749,822
2114,3030,5853,917
2063,2973,5664,911
2003,2732,5788,730
2047,2892,5741,846
2037,2801,5865,765
2029,2803,5799,775
2128,3116,5746,989
2096,2945,5903,850
2050,2896,5727,847
2010,2733,5822,724
2010,2732,5827,723
2058,2885,5790,828
2037,2848,5737,812
2041,2891,5693,851
2004,2744,5790,741
2053,2937,5684,885
2065,2941,5740,877
2078,2996,5693,919
2014,2797,5747,784
2051,2856,5838,806
2011,2799,5710,789
2078,2910,5859,833
1988,2735,5719,748
2035,2847,5746,813
2039,2840,5794,802
2060,2913,5787,854
2091,3026,5696,936
2083,3005,5718,923
2038,2886,5714,849
2079,2995,5687,917
2040,2848,5779,809
2057,2879,5809,823
2045,2868,5737,824
1997,2787,5681,791
2057,2902,5762,846
2036,2778,5889,743
2067,2907,5820,841
2090,3014,5745,925
2023,2809,5746,787
2100,2967,5843,868
2057,2897,5781,841
2078,2962,5730,885
2070,2926,5769,857
